q	t	bitscore	evalue
YP_010064578.1	YP_009901670.1	272.3	8.2e-93
YP_010064578.1	YP_009901365.1	269.2	1.8e-92
YP_010064578.1	YP_009901176.1	268.5	3.5e-91
YP_010064578.1	YP_009902236.1	233.8	1.8e-78
YP_010064578.1	YP_009901283.1	264.2	1.6e-89
YP_010064578.1	YP_009902329.1	232.6	5.1e-78
YP_009819597.1	YP_009207500.1	148.3	1e-42
YP_009819597.1	YP_010101923.1	145.2	1.7e-41
YP_009819597.1	YP_010108380.1	145.2	1.7e-41
YP_009819597.1	YP_004306516.1	117.1	2.4e-30
YP_009819597.1	YP_009794537.1	117.1	2.4e-30
YP_009666188.1	YP_007002887.1	177.6	9.8e-57
YP_009666188.1	YP_009146400.1	161.8	5.2e-50
YP_009666188.1	YP_009801231.1	143.3	5.7e-43
YP_009666188.1	YP_004539103.1	146.4	2.2e-44
YP_009666188.1	YP_009903550.1	313.2	2.4e-110
YP_009666188.1	YP_009787672.1	261.9	4.6e-90
YP_009666188.1	YP_009902596.1	261.9	4.6e-90
YP_009666188.1	YP_009902769.1	261.9	4.6e-90
YP_009666188.1	YP_009284875.1	251.5	5.7e-86
YP_009666188.1	YP_009197864.1	248.4	9.5e-85
YP_009666188.1	YP_009808819.1	248.1	1.4e-84
YP_009666188.1	YP_009902821.1	248.1	1.4e-84
YP_009666188.1	YP_009903331.1	248.1	1.4e-84
YP_009666188.1	YP_009168850.1	183.3	4.8e-59
YP_009666188.1	YP_009597300.1	183.3	4.8e-59
YP_009666188.1	YP_009998282.1	62.0	4.4e-11
YP_010073601.1	YP_002854180.1	755.7	1.9e-278
YP_010073601.1	YP_009167594.1	755.7	1.9e-278
YP_010073601.1	YP_009290490.1	755.7	1.9e-278
YP_010073601.1	YP_010091258.1	754.2	7.9e-278
YP_010073601.1	YP_010074069.1	758.4	1.7e-279
YP_010073601.1	YP_010065867.1	757.3	4.8e-279
YP_010073601.1	YP_010071698.1	756.1	1.4e-278
YP_010073601.1	YP_010065285.1	755.7	1.9e-278
YP_010073601.1	YP_010066429.1	755.7	1.9e-278
YP_010073601.1	YP_010072238.1	755.7	1.9e-278
YP_010073601.1	YP_010099691.1	754.6	5.6e-278
YP_010073601.1	YP_010071429.1	751.5	9.2e-277
YP_010073601.1	YP_010076030.1	755.0	3.9e-278
YP_010073601.1	YP_010077462.1	755.0	3.9e-278
YP_010073601.1	YP_010072787.1	755.0	3.9e-278
YP_009835814.1	YP_009207499.1	139.0	9.6e-40
YP_009835814.1	YP_009787105.1	378.6	2.5e-131
YP_009835814.1	YP_009618540.1	219.9	3.7e-69
YP_009835814.1	YP_009984931.1	223.4	7.9e-72
YP_009835814.1	YP_009985324.1	374.0	1.7e-129
YP_009835814.1	YP_009985562.1	378.6	2.5e-131
YP_009835814.1	YP_009985880.1	380.9	3.1e-132
YP_009835814.1	YP_009987301.1	374.8	8.5e-130
YP_009835814.1	YP_010102764.1	230.7	3e-73
YP_009835814.1	YP_010102579.1	224.2	1.1e-70
YP_009835814.1	YP_010105931.1	219.5	6.9e-69
YP_009835814.1	YP_010105740.1	231.1	2.1e-73
YP_009835814.1	YP_010108382.1	223.4	2.2e-70
YP_009835814.1	YP_010108574.1	219.5	6.9e-69
YP_009835814.1	YP_010107996.1	225.7	3.1e-71
YP_009835814.1	YP_006987008.1	408.7	5.1e-143
YP_009835814.1	YP_008857319.1	573.5	2.2e-208
YP_009835814.1	YP_009832591.1	470.7	1.7e-167
YP_009835814.1	YP_009842372.1	470.7	1.7e-167
YP_009284638.1	YP_009615446.1	214.2	3.2e-70
YP_009284638.1	YP_009787672.1	212.2	1.2e-69
YP_009284638.1	YP_009902596.1	212.2	1.2e-69
YP_009284638.1	YP_009902769.1	212.2	1.2e-69
YP_009284638.1	YP_009284875.1	210.3	6.4e-69
YP_009284638.1	YP_009197864.1	208.4	3.7e-68
YP_009284638.1	YP_009808819.1	208.0	5.3e-68
YP_009284638.1	YP_009226025.1	207.6	7.5e-68
YP_009284638.1	YP_009902951.1	207.2	1.1e-67
YP_007236062.1	YP_010089826.1	742.7	6.5e-273
YP_007236062.1	YP_004300809.1	99.0	6.5e-25
YP_007236062.1	YP_010092383.1	393.3	7.3e-135
YP_007236062.1	YP_007501256.1	376.3	2.1e-128
YP_007236062.1	YP_010090941.1	374.8	1.4e-127
YP_007236062.1	YP_009203965.1	361.7	1.2e-122
YP_007236062.1	YP_009211667.1	360.5	3.6e-122
YP_007236062.1	YP_009146678.1	357.5	5.5e-121
YP_007236062.1	YP_009618311.1	357.5	5.5e-121
YP_007236062.1	YP_009190798.1	354.8	8e-120
YP_007236062.1	YP_009005509.1	353.6	1.8e-119
YP_007236062.1	YP_009289565.1	353.2	3.2e-119
YP_007236062.1	YP_004009833.1	350.9	2.8e-118
YP_002922302.1	NP_891794.1	758.8	4.6e-279
YP_002922302.1	YP_001469567.1	765.8	8.3e-282
YP_002922302.1	YP_009118908.1	757.3	1.9e-278
YP_002922302.1	YP_009190798.1	307.0	5.9e-101
YP_002922302.1	YP_009289565.1	305.1	3.4e-100
YP_002922302.1	YP_803164.1	301.6	5.7e-99
YP_010077757.1	YP_009844483.1	506.1	1.3e-182
YP_010077757.1	YP_009850846.1	528.1	2.6e-191
YP_010077757.1	YP_009851202.1	530.4	3.1e-192
YP_010077757.1	YP_009196416.1	160.6	1e-46
YP_010077757.1	YP_009839855.1	132.5	6.7e-36
YP_010077757.1	YP_010103536.1	132.5	7.4e-36
YP_010077757.1	YP_008125289.1	132.5	7.7e-36
YP_010077757.1	YP_009841306.1	130.6	3.7e-35
YP_010077757.1	YP_009611598.1	129.0	1.6e-34
YP_010077757.1	YP_009610928.1	128.6	2.2e-34
YP_010077757.1	YP_010101579.1	128.6	2.2e-34
YP_010077757.1	YP_009840342.1	127.5	5.5e-34
YP_010077757.1	YP_009839612.1	127.1	7.8e-34
YP_010077757.1	YP_009611145.1	127.1	8.7e-34
YP_010077757.1	YP_009834381.1	125.9	2.5e-33
YP_006908220.1	ERR843924__NODE_18_length_29760_cov_22.677866_23	55.5	1e-07
YP_006908220.1	ERR843988__NODE_57_length_12046_cov_7.995497_4	55.1	1.5e-07
YP_006908220.1	YP_009597218.1	666.8	3.6e-244
YP_010098470.1	YP_007501251.1	411.4	7.8e-145
YP_010098470.1	YP_009126161.1	402.5	2.5e-141
YP_010098470.1	YP_009195631.1	254.6	1.5e-82
YP_010098470.1	YP_009190792.1	602.8	1.6e-220
YP_010098470.1	YP_009288904.1	602.8	1.6e-220
YP_010098470.1	YP_010090688.1	316.6	1.5e-107
YP_010098470.1	YP_010092086.1	252.3	1.2e-81
YP_010098470.1	YP_009615696.1	399.4	4.1e-140
YP_010098470.1	YP_010093585.1	257.3	1.3e-83
YP_010098470.1	YP_009618304.1	455.3	3.7e-162
YP_010098470.1	YP_010095180.1	352.8	1e-121
YP_010098470.1	YP_007236053.1	340.5	9.2e-117
YP_010098470.1	YP_009200480.1	340.5	9.2e-117
YP_003969377.1	YP_010093040.1	383.6	2.2e-132
YP_003969377.1	YP_009601394.1	184.9	7.3e-54
YP_003969377.1	YP_009188904.1	177.9	5.8e-51
YP_003969377.1	YP_009823076.1	176.0	2.1e-50
YP_003969377.1	YP_007392598.1	173.3	3.5e-49
YP_003969377.1	YP_006987291.1	168.3	6e-48
YP_003969377.1	YP_008857370.1	169.1	8.5e-48
YP_003969377.1	YP_006986957.1	167.5	3.3e-47
YP_003969377.1	YP_006988523.1	72.8	3.5e-13
YP_003969377.1	YP_009809961.1	84.0	6.7e-17
YP_003969377.1	YP_009810521.1	82.4	2.2e-16
YP_003969377.1	YP_009816375.1	89.4	9.3e-20
YP_003969377.1	YP_009835758.1	97.8	3.7e-25
YP_009857125.1	YP_006863.1	590.1	7.8e-216
YP_009857125.1	YP_004306516.1	471.9	4.1e-169
YP_009857125.1	YP_009031656.1	598.6	3.5e-219
YP_009857125.1	YP_009784880.1	585.5	5.3e-214
YP_009857125.1	YP_009194678.1	590.1	7.8e-216
YP_009857125.1	YP_009785224.1	595.1	8.2e-218
YP_009857125.1	YP_009280242.1	590.1	7.8e-216
YP_009857125.1	YP_009790141.1	593.2	4.7e-217
YP_009857125.1	YP_009791064.1	587.8	6.4e-215
YP_009857125.1	YP_009800083.1	133.3	1.1e-36
YP_009857125.1	YP_009800221.1	132.1	3.2e-36
YP_009857125.1	YP_009802201.1	572.0	1.1e-208
YP_009857125.1	YP_009843355.1	464.9	2.3e-166
YP_009857125.1	YP_009849717.1	585.1	7.5e-214
YP_009857125.1	YP_009849562.1	599.4	1.7e-219
YP_009857125.1	YP_009848696.1	584.7	1.1e-213
YP_009857125.1	YP_006382334.1	576.6	1.7e-210
YP_009857125.1	YP_009856612.1	584.3	1.5e-213
YP_009857125.1	YP_009856855.1	595.9	4e-218
YP_009857125.1	YP_009857872.1	602.8	7.3e-221
YP_009857125.1	YP_009794537.1	471.9	4.1e-169
YP_009614104.1	YP_009952874.1	139.8	5.6e-44
YP_009614104.1	YP_009954163.1	55.1	1.4e-09
YP_009614104.1	YP_009953475.1	52.8	9.8e-10
YP_009614104.1	YP_009953075.1	143.7	1.6e-45
YP_009614104.1	YP_009952584.1	133.3	1.6e-39
YP_009614104.1	YP_009211153.1	133.3	1.6e-39
YP_009614104.1	YP_009951849.1	60.8	5.6e-12
YP_009614104.1	YP_009215585.1	53.9	3.7e-10
YP_009225374.1	NP_818435.1	406.4	2.9e-142
YP_009225374.1	YP_009637040.1	404.1	2.4e-141
YP_009225374.1	YP_008410102.1	644.0	2.7e-236
YP_009225374.1	YP_008531167.1	642.1	1.6e-235
YP_009225374.1	YP_008858370.1	642.1	1.6e-235
YP_009225374.1	YP_008857579.1	642.1	1.6e-235
YP_009225374.1	YP_008858820.1	472.2	2.2e-168
YP_009225374.1	YP_009213342.1	411.0	4.4e-144
YP_009225374.1	YP_009197754.1	645.2	9.4e-237
YP_009225374.1	YP_002014408.1	642.1	1.6e-235
YP_009225374.1	YP_010246748.1	312.0	3.5e-105
YP_009225374.1	YP_010246195.1	313.9	5.3e-106
YP_009202956.1	YP_002922563.1	613.6	1.2e-224
YP_009202956.1	YP_003734361.1	629.4	7.1e-231
YP_009202956.1	YP_004063918.1	587.4	2.9e-214
YP_009202956.1	YP_009207410.1	512.3	1.5e-184
YP_009202956.1	YP_010094197.1	631.7	8.6e-232
YP_009202956.1	YP_010100355.1	631.3	1.2e-231
YP_009202956.1	YP_010094728.1	627.1	5.8e-230
YP_009202956.1	YP_010074941.1	574.7	3.1e-209
YP_009202956.1	YP_010066170.1	573.5	8.7e-209
YP_009202956.1	YP_010072510.1	573.5	9e-209
YP_009202956.1	YP_010075111.1	572.4	2.6e-208
YP_004327167.1	YP_007236433.1	600.9	1.7e-219
YP_004327167.1	YP_007002506.1	597.8	2.8e-218
YP_004327167.1	YP_009224717.1	571.6	6.6e-208
YP_004327167.1	YP_008857188.1	569.3	5.4e-207
YP_004327167.1	YP_009199963.1	567.4	3.1e-206
YP_004327167.1	YP_009273781.1	567.4	3.1e-206
YP_004327167.1	YP_009291216.1	565.1	2.6e-205
YP_004327167.1	YP_009819610.1	214.9	3.5e-67
YP_004327167.1	YP_009618540.1	208.0	1.1e-64
YP_004327167.1	YP_009985562.1	199.9	2.1e-61
YP_004327167.1	YP_009985880.1	198.7	5.9e-61
YP_007004960.1	YP_002854174.1	624.4	6e-229
YP_007004960.1	YP_009102420.1	625.2	3.1e-229
YP_007004960.1	YP_010099697.1	624.4	6.3e-229
YP_007004960.1	YP_009278941.1	620.2	3e-227
YP_007004960.1	YP_010067900.1	620.5	2.1e-227
YP_007004960.1	YP_010228740.1	619.8	4.2e-227
YP_007004960.1	YP_010069241.1	618.2	1.7e-226
YP_007004960.1	YP_009030827.1	614.8	3.9e-225
YP_007004960.1	YP_009288583.1	614.0	8.2e-225
YP_007004960.1	YP_010076418.1	610.1	2.7e-223
YP_007004960.1	YP_009284242.1	609.8	3.9e-223
YP_007004960.1	YP_010076835.1	594.7	3.4e-217
YP_007004960.1	YP_010091253.1	585.5	1.5e-213
YP_007004960.1	YP_009855935.1	397.1	4.3e-139
YP_009886241.1	YP_009882199.1	592.0	5.9e-216
YP_009886241.1	YP_004300799.1	379.0	9.3e-132
YP_009886241.1	YP_009889845.1	631.3	1.7e-231
YP_009886241.1	YP_009880982.1	593.2	2.1e-216
YP_009886241.1	YP_009886985.1	594.0	1e-216
YP_009886241.1	YP_009887138.1	596.7	8.8e-218
YP_009886241.1	YP_009126161.1	280.8	3.2e-93
YP_009886241.1	YP_007501251.1	278.5	2.6e-92
YP_009886241.1	YP_009618304.1	278.5	2.7e-92
YP_009886241.1	YP_009615696.1	277.7	5.2e-92
YP_009986849.1	YP_009786577.1	272.7	2.8e-95
YP_009986849.1	YP_009787104.1	272.7	2.8e-95
YP_009986849.1	YP_009985561.1	269.2	6.7e-94
YP_009986849.1	YP_009985641.1	261.9	5.3e-91
YP_009986849.1	YP_009987095.1	269.6	4.7e-94
YP_009986849.1	YP_009987300.1	257.7	2.5e-89
YP_009986849.1	YP_006987005.1	206.1	7e-69
YP_009986849.1	YP_009832593.1	196.4	4.4e-65
YP_009986849.1	YP_009149015.1	169.5	2.1e-54
YP_009986849.1	YP_010107997.1	120.2	7.3e-35
YP_009986849.1	YP_009009328.1	75.9	6.1e-18
YP_010075111.1	NP_049834.1	616.3	1e-225
YP_010075111.1	YP_002922563.1	574.7	3e-209
YP_010075111.1	YP_003734361.1	569.3	4.3e-207
YP_010075111.1	YP_004063918.1	571.2	7.4e-208
YP_010075111.1	YP_007004595.1	626.7	8.3e-230
YP_010075111.1	YP_009153819.1	625.5	2.4e-229
YP_010075111.1	YP_010066870.1	626.7	8.3e-230
YP_010075111.1	YP_010066170.1	610.1	2.9e-223
YP_010075111.1	YP_009625436.1	624.8	4.8e-229
YP_010075111.1	YP_009290484.1	617.5	3.8e-226
YP_010075111.1	YP_009281552.1	626.3	1.2e-229
YP_010075111.1	YP_010073152.1	625.2	3.4e-229
YP_010075111.1	YP_010074941.1	624.4	6.8e-229
YP_010075111.1	YP_009614870.1	616.7	7.6e-226
YP_010075111.1	YP_010072781.1	627.5	4.1e-230
YP_010075111.1	YP_010065861.1	624.8	4.8e-229
YP_010075111.1	YP_010075759.1	624.8	4.8e-229
YP_010075111.1	YP_010094469.1	624.4	6.8e-229
YP_010075111.1	YP_010071423.1	622.5	3.9e-228
YP_010075111.1	YP_010069779.1	607.8	2.4e-222
YP_010075111.1	YP_010094197.1	574.3	4.5e-209
YP_010075111.1	YP_010094728.1	573.2	1.3e-208
YP_010075111.1	YP_010100355.1	573.5	9e-209
YP_010075111.1	YP_010072510.1	615.5	2.2e-225
YP_010075111.1	YP_009850416.1	486.1	3.2e-174
YP_010075111.1	YP_010074075.1	621.7	7.9e-228
YP_010075111.1	YP_010106030.1	620.5	2.3e-227
YP_009844483.1	YP_009851202.1	573.2	6.4e-209
YP_009844483.1	YP_009850846.1	570.5	7.4e-208
YP_009844483.1	YP_009196416.1	187.2	7.7e-57
YP_009844483.1	YP_010103536.1	160.2	2.5e-46
YP_009844483.1	YP_009610928.1	158.3	1.4e-45
YP_009844483.1	YP_009839855.1	157.5	2.5e-45
YP_009844483.1	YP_009611145.1	156.8	5.7e-45
YP_009844483.1	YP_009611598.1	156.8	5.7e-45
YP_009844483.1	YP_010101579.1	156.4	8e-45
YP_009844483.1	YP_009841306.1	155.2	2e-44
YP_009844483.1	YP_009834381.1	154.5	4.7e-44
YP_009844483.1	YP_009839612.1	152.9	1.5e-43
YP_009844483.1	YP_009840342.1	152.9	1.5e-43
YP_009844483.1	YP_009610702.1	152.9	1.7e-43
YP_006989658.1	ERR843924__NODE_1_length_112681_cov_26.258315_51	94.0	1.5e-22
YP_006989658.1	ERR844067__NODE_28_length_10159_cov_10.137470_15	92.8	4e-22
YP_006989658.1	YP_006988160.1	476.1	1.4e-172
YP_006989658.1	YP_009809093.1	369.4	2.1e-130
YP_006989658.1	YP_009003333.1	120.2	2.7e-32
YP_006989658.1	YP_009143062.1	103.6	3.5e-26
YP_006989658.1	YP_009601255.1	105.1	9.3e-27
YP_006989658.1	YP_009212385.1	105.5	6.6e-27
YP_006989658.1	YP_009302388.1	83.2	3e-18
YP_006989658.1	YP_001504287.1	70.1	1.8e-13
YP_006989658.1	YP_009788460.1	69.3	2.8e-13
YP_006989658.1	YP_009219713.1	69.3	3.4e-13
YP_006989658.1	YP_009042839.1	68.6	7.3e-13
YP_009953174.1	YP_009951265.1	98.2	1.2e-27
YP_009953174.1	YP_009953475.1	141.4	9.3e-45
YP_009953174.1	YP_009953670.1	131.3	8.3e-41
YP_009953174.1	YP_009215585.1	109.4	4.2e-32
YP_009953174.1	YP_009954163.1	111.3	2e-31
YP_009953174.1	YP_009952584.1	53.9	3.3e-09
YP_009953174.1	YP_009211153.1	53.9	3.3e-09
YP_009953174.1	YP_009951849.1	52.4	7.8e-09
YP_009839609.1	ERR843935__NODE_55_length_13301_cov_67.352408_14	70.5	2.9e-12
YP_009839609.1	ERR843942__NODE_1_length_66462_cov_22.158327_77	72.8	5.2e-13
YP_009839609.1	NP_835690.1	56.6	9.5e-08
YP_009839609.1	YP_008873416.1	157.1	1.7e-43
YP_009839609.1	YP_009831889.1	233.0	6.2e-73
YP_009839609.1	YP_009622714.1	396.7	3.1e-137
YP_009839609.1	YP_009839076.1	357.1	1.2e-121
YP_009839609.1	YP_009839312.1	357.1	1.2e-121
YP_009839609.1	YP_009225884.1	545.0	1.7e-195
YP_009839609.1	YP_009876862.1	131.7	2.9e-34
YP_009839609.1	YP_009611595.1	554.3	3.7e-199
YP_009839609.1	YP_009839851.1	630.6	1.7e-229
YP_009839609.1	YP_010101576.1	554.3	3.7e-199
YP_009146678.1	YP_009904303.1	104.8	4.5e-24
YP_009146678.1	YP_010089826.1	361.7	1.2e-122
YP_009146678.1	YP_004300809.1	97.1	3.1e-24
YP_009146678.1	YP_003934865.1	402.1	1.2e-138
YP_009146678.1	YP_004010089.1	467.6	1.3e-164
YP_009146678.1	YP_007501256.1	516.9	6e-184
YP_009146678.1	YP_009211667.1	401.7	1.7e-138
YP_009146678.1	YP_009005509.1	477.2	2.8e-168
YP_009146678.1	YP_009030282.1	368.2	2.1e-125
YP_009146678.1	YP_009618311.1	761.5	1.2e-280
YP_009146678.1	YP_009203965.1	750.0	4.4e-276
YP_009146678.1	YP_010088298.1	458.0	1e-160
YP_009146678.1	YP_009225029.1	457.6	1.4e-160
YP_009146678.1	YP_010076312.1	456.8	2.9e-160
YP_009146678.1	YP_009289058.1	456.1	5.8e-160
YP_009146678.1	YP_010278695.1	456.1	5.8e-160
YP_009146678.1	YP_009037542.1	455.7	8.3e-160
YP_009146678.1	YP_010093277.1	455.7	8.3e-160
YP_009146678.1	YP_009593224.1	455.3	1.2e-159
YP_009146678.1	YP_010090941.1	455.3	2.1e-159
YP_009146678.1	YP_009289565.1	397.1	1.3e-136
YP_009146678.1	YP_010092383.1	429.5	3.2e-149
YP_009146678.1	YP_009836865.1	405.2	9.4e-140
YP_009146678.1	YP_010100360.1	407.5	1e-140
YP_009146678.1	YP_009883942.1	358.2	1.8e-121
YP_009146678.1	YP_009886493.1	374.8	7.6e-128
YP_009799857.1	ERR843963__NODE_14_length_19575_cov_6.458863_21	56.2	1.2e-08
YP_009799857.1	ERR843977__NODE_46_length_12780_cov_7.096660_19	56.2	2.1e-09
YP_009799857.1	YP_009798435.1	51.2	5.7e-06
YP_009799857.1	YP_009212385.1	85.1	3.8e-19
YP_009799857.1	YP_009226797.1	328.2	7.4e-114
YP_009799857.1	YP_007002154.1	325.1	9.3e-113
YP_009799857.1	YP_009195852.1	315.1	9e-109
YP_009799857.1	YP_009041252.1	313.2	5.2e-108
YP_009799857.1	YP_009224441.1	313.2	5.2e-108
YP_009799857.1	YP_007112835.1	313.2	5.2e-108
YP_009799857.1	YP_009782759.1	313.2	5.2e-108
YP_009799857.1	YP_241054.1	310.8	4.2e-107
YP_009799857.1	YP_008873533.1	310.8	4.2e-107
YP_009799857.1	YP_009780505.1	310.8	4.2e-107
YP_009799857.1	YP_009780950.1	310.8	4.2e-107
YP_009799857.1	YP_009780355.1	310.8	4.2e-107
YP_009799857.1	YP_009814303.1	50.8	7.5e-06
YP_009806176.1	YP_009323763.1	514.6	5.9e-186
YP_009806176.1	YP_009320762.1	514.6	5.9e-186
YP_009806176.1	YP_009848154.1	514.2	8.4e-186
YP_009806176.1	YP_009804916.1	513.1	2.4e-185
YP_009806176.1	YP_009806014.1	513.1	2.4e-185
YP_009806176.1	YP_009815094.1	513.1	2.4e-185
YP_009806176.1	YP_009845237.1	513.1	2.4e-185
YP_009806176.1	YP_009858358.1	513.1	2.4e-185
YP_009806176.1	YP_009858193.1	511.5	9.8e-185
YP_009806176.1	YP_009794863.1	511.1	1.4e-184
YP_009806176.1	YP_009804319.1	511.1	1.4e-184
YP_009806176.1	YP_009814600.1	149.1	1.9e-42
YP_009806176.1	YP_009847174.1	144.4	6.5e-41
YP_009806176.1	YP_009847268.1	147.9	4.1e-42
YP_009806176.1	YP_009984412.1	156.8	9.7e-46
YP_009806176.1	YP_010113978.1	181.4	5e-55
YP_009787672.1	ERR844052__NODE_1_length_90406_cov_92.551339_52	95.1	2.5e-24
YP_009787672.1	YP_009146400.1	161.8	5.2e-50
YP_009787672.1	YP_009793048.1	127.1	1.4e-36
YP_009787672.1	YP_006560.1	92.0	3.9e-23
YP_009787672.1	YP_009914565.1	92.0	3.9e-23
YP_009787672.1	YP_009902596.1	334.0	1.4e-118
YP_009787672.1	YP_009902769.1	332.4	5.8e-118
YP_009787672.1	YP_009903550.1	262.7	2.3e-90
YP_009787672.1	YP_009284875.1	249.2	4.7e-85
YP_009787672.1	YP_009197864.1	246.9	3.9e-84
YP_009787672.1	YP_009808819.1	246.5	5.5e-84
YP_009787672.1	YP_009902821.1	246.5	5.5e-84
YP_009787672.1	YP_009903331.1	246.5	5.5e-84
YP_009787672.1	YP_009226025.1	246.1	7.8e-84
YP_009787672.1	YP_009914667.1	91.3	7.8e-23
YP_009787672.1	YP_009293556.1	90.9	1.1e-22
YP_656225.1	YP_009014813.1	353.6	5e-126
YP_656225.1	YP_002224469.1	351.7	2.9e-125
YP_656225.1	YP_009018000.1	351.7	2.9e-125
YP_656225.1	YP_009017556.1	351.7	2.9e-125
YP_656225.1	YP_009016686.1	351.7	2.9e-125
YP_656225.1	YP_010057177.1	351.7	2.9e-125
YP_656225.1	YP_010058090.1	351.7	2.9e-125
YP_656225.1	YP_010057865.1	349.7	1.7e-124
YP_009950783.1	YP_009951849.1	138.7	6e-42
YP_009950783.1	YP_009951264.1	153.7	1.1e-48
YP_009950783.1	YP_009282316.1	238.4	1.9e-82
YP_009950783.1	YP_009212820.1	218.4	1.7e-74
YP_009950783.1	YP_009201707.1	206.8	6.2e-70
YP_009950783.1	YP_009951655.1	149.4	6e-47
YP_009950783.1	YP_009953871.1	149.1	6.3e-47
YP_009950783.1	YP_009952129.1	149.1	7.3e-47
YP_009950783.1	YP_009953574.1	117.9	5.9e-35
YP_009950783.1	YP_009637421.1	118.6	2.7e-34
YP_009950783.1	YP_009202717.1	118.6	2.9e-34
YP_010072787.1	YP_009290490.1	757.7	3.4e-279
YP_010072787.1	YP_010091258.1	753.8	1.1e-277
YP_010072787.1	YP_010065285.1	757.7	3.4e-279
YP_010072787.1	YP_010069787.1	756.1	1.4e-278
YP_010072787.1	YP_010094463.1	754.2	7.9e-278
YP_010072787.1	YP_010071698.1	755.7	1.9e-278
YP_010072787.1	YP_010070053.1	756.1	1.4e-278
YP_010072787.1	YP_010071429.1	754.6	5.6e-278
YP_010072787.1	YP_010077462.1	757.7	3.4e-279
YP_010072787.1	YP_010066429.1	754.6	5.6e-278
YP_010072787.1	YP_010072238.1	754.6	5.6e-278
YP_009037549.1	YP_004300799.1	242.7	3.2e-78
YP_009037549.1	YP_007236053.1	343.6	6.1e-118
YP_009037549.1	YP_009056802.1	620.9	1.3e-227
YP_009037549.1	YP_009592739.1	630.2	2.8e-231
YP_009037549.1	YP_010090055.1	624.0	7.6e-229
YP_009037549.1	YP_010068923.1	622.5	3.1e-228
YP_009037549.1	YP_010096489.1	567.4	2e-206
YP_009037549.1	YP_010099961.1	522.7	1.8e-189
YP_009037549.1	YP_010091253.1	505.8	4.9e-182
YP_009037549.1	YP_009288583.1	501.5	2.4e-180
YP_009037549.1	YP_009200480.1	343.6	6.1e-118
YP_009037549.1	YP_009280084.1	235.0	2.5e-75
YP_009118908.1	NP_835690.1	57.0	7.9e-08
YP_009118908.1	NP_891794.1	770.0	1.4e-283
YP_009118908.1	YP_001469567.1	774.2	3e-285
YP_009118908.1	YP_009190798.1	304.3	5.7e-100
YP_009118908.1	YP_009289565.1	302.4	3.2e-99
YP_009118908.1	YP_803164.1	297.0	3.1e-97
YP_009953129.1	YP_009951852.1	69.7	7.9e-17
YP_009953129.1	YP_009951946.1	68.2	3.2e-16
YP_009953129.1	YP_009952040.1	68.2	3.2e-16
YP_009953129.1	YP_009953625.1	110.9	1.3e-33
YP_009953129.1	YP_009953430.1	109.4	5e-33
YP_009953129.1	YP_009952925.1	109.0	7.1e-33
YP_009953129.1	YP_009953532.1	107.1	4.5e-32
YP_009953129.1	YP_009954165.1	65.9	1.3e-15
YP_009953129.1	YP_009952227.1	63.9	1.5e-14
YP_009909140.1	YP_009909547.1	187.6	8.9e-63
YP_009909140.1	NP_040633.1	187.2	1.3e-62
YP_009909140.1	YP_001449265.1	188.7	3.1e-63
YP_009909140.1	YP_007111757.1	187.2	1.3e-62
YP_009909140.1	YP_009908289.1	187.6	8.9e-63
YP_009909140.1	YP_009908216.1	187.6	8.9e-63
YP_009909140.1	YP_009909812.1	187.6	8.9e-63
YP_009909140.1	YP_009910025.1	187.6	8.9e-63
YP_009909140.1	YP_009909691.1	184.5	1.5e-61
YP_009909140.1	YP_009909474.1	166.8	1.7e-54
YP_009909140.1	YP_009617222.1	147.1	1.4e-44
YP_009909140.1	YP_006590020.1	64.3	5.6e-14
YP_009859200.1	ERR843977__NODE_92_length_6280_cov_5.245944_5	82.8	3.8e-17
YP_009859200.1	ERR844055__NODE_10_length_33973_cov_40.644761_27	86.3	1.9e-17
YP_009859200.1	YP_009222883.1	329.7	1.3e-108
YP_009859200.1	YP_007877166.1	329.3	1.8e-108
YP_009859200.1	YP_008240620.1	80.9	1.3e-16
YP_009859200.1	YP_009100402.1	312.0	7.1e-102
YP_009859200.1	YP_009104095.1	310.1	4e-101
YP_009859200.1	YP_009188904.1	355.9	5e-119
YP_009859200.1	YP_009823076.1	347.1	8e-116
YP_009859200.1	YP_002456102.1	187.6	5.2e-54
YP_009859200.1	YP_004327056.1	187.6	5.2e-54
YP_009859200.1	YP_009606717.1	192.2	9.1e-56
YP_009859200.1	YP_007392598.1	348.2	5.7e-116
YP_009859200.1	YP_006986957.1	638.3	1.4e-230
YP_009859200.1	YP_008857370.1	642.1	4.3e-232
YP_009859200.1	YP_009601394.1	268.5	2.9e-85
YP_009859200.1	YP_009187765.1	836.3	6.7e-309
YP_009859200.1	YP_009832647.1	837.8	1.6e-309
YP_009859200.1	YP_009835758.1	165.6	1.6e-50
NP_040633.1	YP_009909547.1	188.3	4.4e-63
NP_040633.1	YP_007111757.1	188.0	6.2e-63
NP_040633.1	YP_009908289.1	188.3	4.4e-63
NP_040633.1	YP_009908216.1	188.3	4.4e-63
NP_040633.1	YP_009909812.1	188.3	4.4e-63
NP_040633.1	YP_009910025.1	188.3	4.4e-63
NP_040633.1	YP_001449265.1	187.2	1.3e-62
NP_040633.1	YP_009909691.1	185.3	7.3e-62
NP_040633.1	YP_009909474.1	164.1	2e-53
NP_040633.1	YP_009617222.1	147.9	6.8e-45
